,Company,TypeName,Ram,Weight,Price,TouchScreen,IPS,os,Cpu name,Gpu name,Size,HDD,SSD
342,HP,Notebook,8,2.1,10.54924119319278,0,1,windows,Intel Core i3,Nvidia,141.21199808219862,1000,0
343,Lenovo,2 in 1 Convertible,16,1.4,11.624777346052767,1,1,windows,Intel Core i7,Intel,155.39594990651284,0,512
344,Dell,Ultrabook,8,1.2,11.340108040487776,0,0,windows,Intel Core i7,Intel,165.6321180513006,0,256
345,Lenovo,Gaming,16,2.4,11.004648590381796,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,2000,256
346,HP,Notebook,2,1.44,9.606772808053499,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
347,Dell,Ultrabook,16,1.88,11.358282600039752,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,768
348,Asus,2 in 1 Convertible,4,1.5,9.902487052202545,1,0,windows,other Intel processor,Intel,135.0942111925629,0,0
349,Dell,Ultrabook,8,1.9,10.472336016417996,0,0,windows,Intel Core i5,AMD,141.21199808219862,1000,0
350,Dell,Notebook,16,2.06,11.590080353983309,1,0,windows,Intel Core i7,Nvidia,138.46177587823902,0,512
351,HP,Notebook,8,1.84,11.148752768718731,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,256
352,MSI,Gaming,8,2.7,11.226196538130814,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
353,HP,Workstation,8,2.6,11.436206670969893,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
354,Toshiba,Notebook,16,2.4,11.221929106334594,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
355,Dell,Notebook,8,2.02,10.853784502608233,0,0,windows,Intel Core i7,AMD,141.21199808219862,2000,128
356,Lenovo,Notebook,4,2.2,9.750081515393676,0,0,other/Linux/No OS,other Intel processor,Intel,100.45466986113651,1000,0
357,Dell,Gaming,8,2.65,10.882315804880687,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,0
358,Dell,Notebook,8,2.36,10.298790318518323,1,0,windows,Intel Core i5,Intel,100.45466986113651,2000,0
359,Dell,Notebook,8,1.36,11.23889064370897,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
360,HP,Notebook,4,1.86,10.060060439307305,0,0,windows,Intel Core i3,Intel,100.45466986113651,500,0
361,Asus,Notebook,8,2.0,10.826745953725876,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
362,Lenovo,Notebook,6,2.8,10.55342238395318,0,0,windows,Intel Core i5,Nvidia,106.11306214269258,1000,128
363,HP,Notebook,8,1.86,10.435465480609668,0,0,windows,Intel Core i5,Intel,141.21199808219862,1000,0
364,Lenovo,Notebook,8,2.2,10.188167121983652,0,0,other/Linux/No OS,Intel Core i3,Nvidia,100.45466986113651,0,256
365,HP,Notebook,8,2.04,9.93914036985058,0,0,windows,other Intel processor,Intel,100.45466986113651,2000,0
366,Dell,Notebook,8,2.8,10.964896292206694,0,0,windows,Intel Core i5,AMD,127.33567457123111,1000,128
367,Lenovo,Gaming,8,2.4,10.671359943290625,0,1,other/Linux/No OS,Intel Core i5,Nvidia,141.21199808219862,1000,128
368,Dell,Notebook,8,2.33,10.776844060703754,0,0,windows,Intel Core i7,AMD,141.21199808219862,0,256
369,HP,Ultrabook,8,1.36,11.442932093149693,0,1,windows,Intel Core i7,Intel,157.3505121487356,0,256
370,Asus,2 in 1 Convertible,12,2.26,10.977716980635755,1,0,windows,Intel Core i7,Nvidia,141.21199808219862,2000,512
371,Acer,Notebook,4,2.1,10.030000372501505,0,0,windows,other/AMD,AMD,100.45466986113651,0,128
372,Asus,Gaming,16,3.25,11.671319016786894,0,1,windows,other/AMD,AMD,127.33567457123111,1000,256
373,Lenovo,Notebook,4,2.6,10.167923515707006,0,0,windows,other/AMD,AMD,106.11306214269258,0,128
374,Dell,2 in 1 Convertible,8,1.62,10.742915658911176,1,0,windows,Intel Core i7,Intel,165.6321180513006,0,256
375,HP,Notebook,4,1.91,10.167903065600154,0,0,windows,other/AMD,AMD,141.21199808219862,0,256
376,Lenovo,Netbook,4,1.59,10.290919027754468,0,1,windows,other Intel processor,Intel,135.0942111925629,0,128
377,Dell,Notebook,4,1.8,9.708902303129879,0,0,windows,other Intel processor,Intel,100.45466986113651,500,0
378,Asus,Notebook,4,1.5,9.631552837051986,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
379,Acer,Notebook,8,2.4,10.716080385838357,0,0,other/Linux/No OS,Intel Core i7,Nvidia,141.21199808219862,1000,0
380,HP,Gaming,8,3.35,11.058109595587434,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
381,Lenovo,Notebook,4,1.85,9.975737513942137,0,0,other/Linux/No OS,Intel Core i3,Intel,141.21199808219862,0,128
382,Asus,Gaming,8,2.3,11.387117314043296,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
383,Lenovo,Notebook,8,1.5,10.977716980635755,0,1,windows,Intel Core i5,Nvidia,157.3505121487356,0,256
384,Asus,Ultrabook,16,1.1,11.442303324087279,1,0,windows,Intel Core i7,Intel,165.6321180513006,0,512
385,Lenovo,Ultrabook,8,1.13,11.708368556654154,0,1,windows,Intel Core i7,Intel,209.8006828649808,0,512
386,Lenovo,Notebook,4,1.5,10.283659467741664,0,1,windows,Intel Core i3,Intel,165.6321180513006,0,128
387,Dell,Workstation,8,2.23,11.197396851520583,0,0,windows,Intel Core i5,AMD,141.21199808219862,500,0
388,Dell,Workstation,8,2.0,11.641782951894859,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
389,Lenovo,2 in 1 Convertible,16,1.42,11.803200572598556,1,0,windows,Intel Core i7,Intel,209.8006828649808,0,512
390,Asus,Gaming,8,3.0,10.921575017331362,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,0
391,Asus,Gaming,16,3.0,11.347679054569921,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
392,Acer,Notebook,12,2.2,10.518018577413223,0,1,windows,Intel Core i5,Nvidia,100.45466986113651,1000,0
393,MSI,Gaming,8,2.7,11.18267988243989,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,0,256
394,Dell,Notebook,8,2.33,10.633405177560588,0,0,other/Linux/No OS,Intel Core i7,AMD,141.21199808219862,0,256
395,HP,Ultrabook,4,1.91,10.188167121983652,0,0,windows,other/AMD,AMD,141.21199808219862,0,256
396,Lenovo,Notebook,8,2.1,11.08997268702302,0,1,windows,Intel Core i7,AMD,141.21199808219862,0,256
397,Lenovo,Notebook,8,1.9,10.81931097523836,0,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
398,Dell,Workstation,8,1.78,11.88100267529242,1,0,windows,Intel Core i7,Nvidia,138.46177587823902,0,256
399,Lenovo,Ultrabook,16,1.13,11.848397201257859,0,1,windows,Intel Core i7,Intel,209.8006828649808,0,1000
400,Lenovo,Notebook,4,2.2,9.699146128184514,0,0,windows,other Intel processor,Intel,100.45466986113651,1000,0
401,Asus,Gaming,16,2.9,11.307930232161196,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
402,Lenovo,Notebook,8,2.1,11.018284165624754,0,1,windows,Intel Core i5,AMD,141.21199808219862,1000,256
403,Acer,Notebook,8,2.5,10.754345923917311,0,0,other/Linux/No OS,Intel Core i7,Nvidia,141.21199808219862,0,256
404,MSI,Gaming,16,2.8,11.69380197819145,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
405,Asus,Ultrabook,8,1.1,11.510857728676223,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
406,Toshiba,Ultrabook,16,1.2,11.44121633636619,0,0,windows,Intel Core i7,Intel,165.6321180513006,0,512
407,Dell,Ultrabook,8,1.36,11.402110098629437,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
408,Lenovo,Notebook,4,2.2,9.989276182274935,0,0,windows,Intel Core i3,Intel,141.21199808219862,500,0
409,Lenovo,Notebook,2,1.15,9.694067896286716,0,0,windows,other Intel processor,Intel,135.0942111925629,0,0
410,Lenovo,Workstation,8,2.67,11.538242272954019,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
411,Lenovo,Ultrabook,8,1.7,11.547549475609573,0,1,windows,Intel Core i7,Nvidia,209.8006828649808,0,512
412,HP,Notebook,4,2.1,10.126163794678414,0,0,windows,Intel Core i3,AMD,141.21199808219862,1000,0
413,Acer,2 in 1 Convertible,8,1.6,10.64634002126892,1,1,windows,Intel Core i7,Intel,165.6321180513006,0,256
414,Asus,2 in 1 Convertible,8,1.27,10.808592759018333,1,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
415,Dell,Notebook,4,2.3,10.37065566550255,0,0,other/Linux/No OS,Intel Core i5,AMD,141.21199808219862,0,256
416,Dell,Notebook,4,1.65,10.510802297245792,0,0,windows,Intel Core i3,Intel,117.82653006268643,0,128
417,HP,Ultrabook,8,1.43,11.288781413322436,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,256
418,Dell,Notebook,8,2.14,10.267037568910903,0,0,windows,Intel Core i5,Intel,100.45466986113651,1000,0
419,Lenovo,Ultrabook,8,1.75,11.078373090310091,0,1,windows,Intel Core i7,AMD,157.3505121487356,0,256
420,Lenovo,2 in 1 Convertible,16,2.0,11.52464373704442,1,1,windows,Intel Core i7,Nvidia,138.46177587823902,0,512
421,Chuwi,Notebook,6,1.4,10.082583913974387,0,1,windows,other Intel processor,Intel,267.3384360344031,0,0
422,HP,Notebook,8,2.31,11.23889064370897,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,256
423,Asus,Notebook,8,2.3,10.367478139624735,0,0,other/Linux/No OS,Intel Core i3,Nvidia,141.21199808219862,1000,0
424,Dell,Gaming,16,4.42,11.912578515747587,0,1,windows,Intel Core i7,Nvidia,169.78089942830815,1000,256
425,Dell,Gaming,8,2.62,11.030873869571886,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
426,Dell,Notebook,8,2.02,11.016447617817454,0,0,windows,Intel Core i7,AMD,141.21199808219862,2000,256
427,Dell,Ultrabook,8,1.6,10.977716980635755,0,0,other/Linux/No OS,Intel Core i7,Intel,157.3505121487356,0,256
428,HP,Gaming,12,3.35,11.575963360732533,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
429,Mediacom,2 in 1 Convertible,4,1.16,9.67600459962282,1,1,windows,other Intel processor,Intel,189.90579052433606,0,32
430,Samsung,Netbook,4,1.15,9.570272405833974,0,0,other/Linux/No OS,other Intel processor,Intel,135.0942111925629,0,0
431,Lenovo,Notebook,8,1.4,10.89326663606744,0,1,windows,Intel Core i7,Intel,165.6321180513006,0,256
432,Lenovo,Notebook,4,1.7,10.370822624347584,0,1,windows,Intel Core i3,Intel,157.3505121487356,0,128
433,Lenovo,Workstation,16,2.3,11.777361428141106,0,1,windows,Intel Core i7,Nvidia,138.46177587823902,0,512
434,Lenovo,Notebook,16,2.5,11.778996083184301,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
435,Asus,Gaming,8,3.2,11.410999046046685,0,0,windows,other/AMD,AMD,127.33567457123111,1000,256
436,HP,Notebook,4,2.1,9.824885806178992,0,0,windows,other Intel processor,Intel,100.45466986113651,500,0
437,Google,Ultrabook,16,1.1,11.671319016786894,1,0,other/Linux/No OS,Intel Core i7,Intel,234.50740003017813,0,512
438,Lenovo,Ultrabook,24,1.32,11.751256776147379,0,0,windows,Intel Core i7,Intel,209.8006828649808,0,512
439,Asus,Notebook,4,2.0,10.301710499387234,0,0,other/Linux/No OS,Intel Core i5,Intel,141.21199808219862,0,256
440,Lenovo,Notebook,8,2.8,10.227464909398023,0,0,windows,other/AMD,AMD,106.11306214269258,1000,0
441,Dell,Notebook,4,2.2,10.594300009749354,0,0,windows,Intel Core i5,AMD,141.21199808219862,0,256
442,Lenovo,Ultrabook,8,1.36,11.240291204162,0,1,windows,Intel Core i5,Intel,176.23257360658386,0,256
443,Lenovo,Notebook,4,2.2,9.83063294843456,0,0,windows,other Intel processor,Intel,141.21199808219862,0,128
444,HP,Gaming,8,2.2,10.977716980635755,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
445,Dell,Notebook,8,1.64,11.047982926769505,0,0,windows,Intel Core i5,Nvidia,157.3505121487356,0,256
446,Acer,Notebook,4,2.4,10.066418317218151,0,0,other/Linux/No OS,Intel Core i5,Intel,100.45466986113651,500,0
447,Dell,Workstation,8,2.23,11.572957346444928,0,0,windows,other Intel processor,Nvidia,141.21199808219862,1000,0
448,MSI,Gaming,8,2.2,10.910678521970082,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
449,Microsoft,Ultrabook,16,1.25,11.83458800598367,1,0,windows,Intel Core i7,Intel,200.84255993695703,0,512
450,HP,Notebook,8,1.91,10.353987209883721,0,0,windows,Intel Core i5,Intel,100.45466986113651,0,128
451,Dell,Workstation,16,2.17,11.563884703567355,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
452,HP,Workstation,8,2.31,11.311195008159336,0,1,windows,Intel Core i7,Intel,141.21199808219862,0,512
453,Lenovo,Notebook,8,1.65,11.179710318268073,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
454,Dell,Notebook,8,2.36,10.862092668762644,0,0,windows,Intel Core i7,AMD,141.21199808219862,1000,128
455,Dell,2 in 1 Convertible,4,1.47,10.147261623643049,1,0,windows,other Intel processor,Intel,135.0942111925629,500,0
456,Dell,Notebook,8,4.42,11.599202972743706,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,0
457,Microsoft,Ultrabook,4,1.252,10.872255357854845,1,0,windows,other Intel processor,Intel,200.84255993695703,0,128
458,Microsoft,Ultrabook,8,1.25,11.470547260182666,1,0,windows,Intel Core i7,Intel,200.84255993695703,0,256
459,HP,Notebook,8,2.5,10.436872940377548,0,0,windows,Intel Core i3,Intel,106.11306214269258,0,256
460,Acer,Notebook,4,2.23,10.274510273088076,0,0,windows,Intel Core i3,Nvidia,141.21199808219862,1000,0
461,Acer,Netbook,4,1.4,10.050907057320817,0,0,windows,other Intel processor,Intel,135.0942111925629,0,128
462,Asus,Notebook,8,2.37,10.594300009749354,0,0,windows,Intel Core i5,Intel,141.21199808219862,1000,0
463,Lenovo,Notebook,8,1.5,10.658921971998408,0,1,other/Linux/No OS,Intel Core i7,AMD,157.3505121487356,0,512
464,Lenovo,Notebook,8,2.67,11.62048037119099,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
465,Asus,Notebook,4,2.0,9.692588727638356,0,0,windows,other Intel processor,Intel,100.45466986113651,500,0
466,Acer,Notebook,4,2.2,10.126163794678414,0,0,windows,Intel Core i3,Nvidia,100.45466986113651,500,0
467,Dell,Notebook,8,2.02,10.607562803627763,0,0,windows,Intel Core i5,AMD,141.21199808219862,2000,0
468,HP,Gaming,12,3.78,11.413356147904066,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,0
469,Lenovo,Ultrabook,12,1.4,11.502816945605918,0,1,windows,Intel Core i7,Intel,209.8006828649808,0,256
470,HP,2 in 1 Convertible,8,1.29,11.575963360732533,1,1,windows,Intel Core i7,Intel,162.40629351131793,0,512
471,HP,Notebook,8,1.9,11.026550473300178,0,0,windows,Intel Core i5,AMD,141.21199808219862,500,0
472,Google,Ultrabook,8,1.1,11.12626248382466,1,0,other/Linux/No OS,Intel Core i5,Intel,234.50740003017813,0,128
473,Dell,Ultrabook,8,1.42,11.494086806506765,1,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
474,Asus,Notebook,12,2.06,11.144911042902732,0,1,windows,Intel Core i7,Intel,138.46177587823902,1000,128
475,Dell,Notebook,8,1.79,10.58221121243035,0,0,windows,Intel Core i3,Intel,111.93520355955211,0,128
476,Dell,Workstation,8,1.78,11.762112832660845,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
477,Lenovo,Notebook,8,1.7,11.19373786463554,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,180
478,Dell,Notebook,8,2.2,10.490273717104664,0,0,windows,Intel Core i5,AMD,141.21199808219862,1000,0
479,Toshiba,Notebook,8,1.05,11.39733681987678,0,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
480,Dell,Notebook,8,2.16,11.116014069333293,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
481,Dell,Notebook,4,2.18,10.349904182775484,0,0,windows,Intel Core i3,Intel,100.45466986113651,1000,0
482,HP,Notebook,4,1.49,10.56311104105693,0,1,windows,Intel Core i5,Intel,165.6321180513006,0,128
483,Chuwi,Notebook,4,1.89,9.49261223560568,0,0,windows,other Intel processor,Intel,141.21199808219862,0,0
484,Lenovo,Notebook,4,2.3,10.312386757378574,0,0,windows,Intel Core i3,Intel,100.45466986113651,0,128
485,Lenovo,Notebook,8,1.75,10.931153634628432,0,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
486,Dell,Workstation,16,2.17,11.732612168264147,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
487,Dell,Notebook,16,2.06,11.52464373704442,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
488,Lenovo,Ultrabook,16,1.36,11.469991241263699,0,1,windows,Intel Core i7,Intel,176.23257360658386,0,512
489,Asus,Ultrabook,16,0.91,11.551145677789926,0,0,windows,Intel Core i7,Intel,176.23257360658386,0,512
490,Lenovo,Notebook,8,2.3,10.895234994607797,0,1,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
491,Toshiba,Ultrabook,32,1.05,11.912578515747587,1,0,windows,Intel Core i7,Intel,165.6321180513006,0,512
492,Asus,Gaming,8,1.99,11.18342089766461,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
493,Acer,Notebook,8,2.2,10.336863503805128,0,0,windows,other/AMD,AMD,100.45466986113651,1000,0
494,Asus,Gaming,24,4.33,11.12154549394652,1,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
495,Lenovo,Ultrabook,8,1.3,10.977716980635755,0,1,windows,Intel Core i5,Intel,125.36742798669837,0,180
496,Lenovo,Notebook,8,2.17,10.776732819811487,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,256
497,HP,Notebook,8,1.48,11.442360501250736,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,1000
498,Lenovo,Notebook,8,1.4,10.830969824842061,0,1,windows,Intel Core i3,Intel,165.6321180513006,0,256
499,Lenovo,Notebook,8,2.3,10.790103923492092,0,1,windows,Intel Core i5,Intel,141.21199808219862,0,256
500,Asus,Netbook,4,1.2,9.804506643842341,0,0,windows,other Intel processor,Intel,135.0942111925629,0,0
501,HP,Notebook,8,1.91,10.403650143697382,0,0,windows,Intel Core i5,AMD,100.45466986113651,0,256
502,Lenovo,2 in 1 Convertible,8,1.4,11.352694739066088,1,1,windows,Intel Core i5,Intel,158.48253022174808,0,256
503,Lenovo,Notebook,4,2.1,9.67600459962282,0,0,windows,other Intel processor,Intel,111.93520355955211,500,0
504,Lenovo,Netbook,4,1.25,9.555290852218356,0,0,other/Linux/No OS,other Intel processor,Intel,135.0942111925629,0,16
505,Lenovo,Notebook,8,1.44,10.830969824842061,0,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
506,Asus,Notebook,8,2.0,11.085440489304405,0,0,windows,Intel Core i7,Intel,141.21199808219862,1000,256
507,Acer,Notebook,4,2.2,10.393925962168344,0,1,windows,Intel Core i5,Nvidia,141.21199808219862,1000,0
508,HP,Ultrabook,8,1.34,11.16321819034709,0,1,windows,Intel Core i7,Intel,165.6321180513006,0,512
509,Lenovo,Gaming,8,2.4,11.02220830408089,0,1,other/Linux/No OS,Intel Core i7,Nvidia,141.21199808219862,1000,256
510,Dell,Ultrabook,8,1.29,10.776844060703754,1,1,windows,Intel Core i5,Intel,165.6321180513006,0,128
511,Acer,Notebook,4,2.2,10.435465480609668,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,500,0
512,Dell,Notebook,8,2.18,10.704189639316835,0,0,windows,Intel Core i5,Intel,141.21199808219862,1000,0
513,Dell,Notebook,16,2.2,11.081544019025282,0,0,windows,Intel Core i7,AMD,141.21199808219862,2000,256
514,Xiaomi,Notebook,16,1.95,11.219752826912,0,1,other/Linux/No OS,Intel Core i7,Nvidia,141.21199808219862,0,256
515,Asus,Netbook,2,1.1,9.47681923677686,0,0,windows,other Intel processor,Intel,135.0942111925629,0,0
516,HP,Notebook,4,2.04,10.232212772652005,1,0,windows,Intel Core i5,Intel,100.45466986113651,1000,0
517,Asus,Gaming,24,2.24,11.971204630519404,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
518,HP,Notebook,8,2.04,10.765658261746038,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
519,Asus,Gaming,16,3.0,11.291444530741918,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
520,Lenovo,Gaming,8,3.2,11.219074000897615,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
521,HP,Ultrabook,8,1.32,11.219074000897615,0,1,windows,Intel Core i7,Intel,165.6321180513006,0,256
522,Dell,Notebook,8,1.64,11.129965423395353,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
523,HP,Notebook,4,1.63,10.510802297245792,0,0,windows,Intel Core i3,Intel,100.45466986113651,0,128
524,Dell,Notebook,8,2.8,10.765658261746038,0,1,other/Linux/No OS,Intel Core i5,AMD,127.33567457123111,1000,128
525,Lenovo,Notebook,8,2.02,11.17598591917709,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
526,Lenovo,Notebook,4,2.2,10.658921971998408,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
527,Lenovo,Notebook,8,2.2,10.104611236292678,0,0,other/Linux/No OS,Intel Core i3,Nvidia,100.45466986113651,2000,0
528,Dell,Notebook,4,2.3,10.34717287346399,0,0,windows,Intel Core i5,AMD,141.21199808219862,500,0
529,Dell,Notebook,8,1.9,11.203223524960789,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
530,Dell,Gaming,16,4.42,11.98617622657084,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
531,Toshiba,Notebook,8,2.0,10.732493415479688,0,1,windows,Intel Core i5,Intel,141.21199808219862,500,0
532,Asus,Notebook,8,2.0,11.144911042902732,0,1,windows,Intel Core i7,Nvidia,138.46177587823902,1000,256
533,Mediacom,Notebook,4,1.2,9.88635767027266,0,1,windows,other Intel processor,Intel,165.6321180513006,0,32
534,Asus,Gaming,8,2.3,11.383485348791732,0,1,windows,Intel Core i5,Nvidia,141.21199808219862,1000,128
535,Dell,Notebook,8,1.93,11.197396851520583,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
536,Dell,Notebook,8,2.2,10.656930001858216,0,0,windows,Intel Core i5,AMD,141.21199808219862,0,256
537,HP,Notebook,4,1.86,9.964497380151283,0,0,windows,other Intel processor,Intel,141.21199808219862,0,256
538,HP,Gaming,12,2.62,11.470547260182666,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,0
539,Lenovo,Notebook,8,1.87,10.73132994821639,0,1,windows,Intel Core i7,Nvidia,157.3505121487356,0,256
540,Dell,Ultrabook,8,1.2,11.219074000897615,1,0,windows,Intel Core i7,Intel,276.053530085501,0,256
541,Dell,Notebook,4,1.6,10.576614498925235,0,0,windows,Intel Core i3,Intel,157.3505121487356,0,128
542,HP,Ultrabook,8,1.34,11.018720942220474,0,1,windows,Intel Core i7,Intel,276.053530085501,0,256
543,Acer,Gaming,8,2.4,10.657669623681942,0,0,other/Linux/No OS,Intel Core i5,Nvidia,141.21199808219862,1000,0
544,Asus,Notebook,4,2.0,9.83063294843456,0,0,windows,other/AMD,AMD,100.45466986113651,500,0
545,HP,Notebook,4,2.1,10.534467797525002,0,0,windows,Intel Core i3,Intel,141.21199808219862,0,128
546,Lenovo,Notebook,4,1.87,10.641244744014543,0,0,windows,Intel Core i5,Intel,157.3505121487356,500,0
547,Lenovo,Notebook,4,2.15,10.111883206255781,0,0,other/Linux/No OS,Intel Core i5,Intel,141.21199808219862,1000,0
548,HP,Notebook,4,1.86,9.959497306919324,0,0,windows,Intel Core i3,Intel,141.21199808219862,500,0
549,Lenovo,Notebook,8,1.99,11.430859511915424,0,1,windows,Intel Core i7,Intel,141.21199808219862,0,512
550,Lenovo,Notebook,4,2.2,10.188167121983652,0,0,windows,Intel Core i3,Intel,141.21199808219862,0,128
551,Dell,Notebook,8,1.9,10.993953872709783,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
552,Dell,Gaming,16,4.42,11.876197639250138,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
553,HP,Notebook,8,2.65,10.274785970374204,0,0,windows,Intel Core i3,Intel,106.11306214269258,1000,0
554,HP,Notebook,8,2.63,11.130176383145796,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,0
555,Asus,Notebook,4,2.0,9.387207078087174,0,0,other/Linux/No OS,other Intel processor,Intel,100.45466986113651,500,0
556,Mediacom,Notebook,4,1.35,9.51682457139056,0,1,windows,other Intel processor,Intel,165.6321180513006,0,0
557,Lenovo,Notebook,6,2.8,10.830969824842061,0,0,windows,Intel Core i7,Nvidia,106.11306214269258,1000,128
558,HP,Notebook,6,1.91,10.319265697988735,0,1,windows,other/AMD,AMD,141.21199808219862,0,128
559,Dell,Notebook,4,2.18,10.401887658299067,0,0,windows,Intel Core i3,AMD,100.45466986113651,1000,0
560,Acer,2 in 1 Convertible,4,1.25,9.83063294843456,1,1,windows,other Intel processor,Intel,189.90579052433606,0,0
561,Lenovo,Notebook,4,2.05,10.421280845617712,0,0,windows,Intel Core i3,Intel,141.21199808219862,0,128
562,HP,Ultrabook,16,1.16,11.558808550535495,1,1,windows,other Intel processor,Intel,276.053530085501,0,512
563,Lenovo,Notebook,8,3.4,11.981595204981144,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,0,256
564,Asus,Notebook,8,2.5,10.70777173269934,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,128
565,Dell,Ultrabook,8,1.21,11.352694739066088,1,1,windows,Intel Core i5,Intel,162.40629351131793,0,128
566,Dell,Notebook,4,1.93,10.841452101115571,0,0,windows,Intel Core i5,Intel,100.45466986113651,500,0
567,Fujitsu,Notebook,8,2.2,10.580858947180335,0,0,windows,Intel Core i5,Intel,100.45466986113651,1000,0
568,Lenovo,Notebook,4,2.2,9.816202683605532,0,0,windows,other Intel processor,Intel,141.21199808219862,500,0
569,Lenovo,Notebook,4,2.02,10.87326596936077,0,0,windows,Intel Core i5,Intel,111.93520355955211,500,0
570,HP,Workstation,8,3.14,11.504424909404817,0,0,windows,Intel Core i5,Nvidia,106.11306214269258,500,0
571,HP,Notebook,8,1.94,9.93914036985058,0,0,windows,other Intel processor,Intel,111.93520355955211,2000,0
572,HP,Notebook,6,1.95,10.450993742936223,0,1,windows,other/AMD,AMD,141.21199808219862,0,256
573,Lenovo,Notebook,8,2.3,10.696986727022777,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
574,Lenovo,Notebook,4,2.05,10.50497986449436,0,0,windows,Intel Core i5,Intel,141.21199808219862,500,0
575,Mediacom,Notebook,4,1.4,9.493013922696841,0,0,windows,other Intel processor,Intel,157.3505121487356,0,32
576,Toshiba,Ultrabook,16,1.24,11.50657735831005,1,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
577,Lenovo,Gaming,32,4.6,11.862769612046066,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
578,MSI,Gaming,16,4.14,11.887251546940472,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,512
